symbol,symbol_raw,name,type,exchange
RADL3F.SA,RADL3F,Raia Drogasil S.A.,stock,
TUPY3F.SA,TUPY3F,Tupy S.A.,stock,
REAG3.SA,REAG3,REAG Investimentos SA,stock,
ODPV3F.SA,ODPV3F,OdontoPrev S.A.,stock,
C1GP34.SA,C1GP34,"CoStar Group, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.01 Sh",bdr,
MSCD34.SA,MSCD34,Mastercard Inc Shs A Unsponsored Brazilian Depositary Receipt Repr 0.032258065 Sh,bdr,
CTAX3.SA,CTAX3,Contax Participacoes SA,stock,
NIKE34.SA,NIKE34,"NIKE, Inc. Shs B Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh B",bdr,
RGTI34.SA,RGTI34,"Rigetti Computing, Inc. Unsponsored Brazilian Depositary Receipt Repr 1 Sh",bdr,
JCCJ11.SA,JCCJ11,JCCJ FOF JHSF Capital Fundo de Investimento Imobiliario,fund,
MUTC34.SA,MUTC34,Micron Technology Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.1666667 Sh,bdr,
GENB11.SA,GENB11,BTG Pactual SP B3 Ingenius Fundo de Indice,fund,
MELK3F.SA,MELK3F,Melnick Desenvolvimento Imobiliario SA,stock,
UGPA3F.SA,UGPA3F,Ultrapar Participacoes S.A.,stock,
EVEB31.SA,EVEB31,Eve Holding Inc Unsponsored BDR Repr 1 Sh,bdr,
FIQE3F.SA,FIQE3F,Unifique Telecomunicacoes SA,stock,
CYRE3F.SA,CYRE3F,Cyrela Brazil Realty SA Empreendimentos e Participacoes,stock,
SNFZ11.SA,SNFZ11,Suno Fazendas Fiagro - Imobiliario,fund,
ABCB4F.SA,ABCB4F,Banco ABC Brasil SA Conv Pfd,stock,
CHVX34.SA,CHVX34,Chevron Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
AFHI11.SA,AFHI11,AF Invest CRI Fundo de Investimento Imobiliario Recebiveis Imobiliarios,fund,
NUCL11.SA,NUCL11,Investo MVIS Global Uranium & Nuclear Energy ETF Fundo de Indice,fund,
SNME11.SA,SNME11,Suno Multiestrategia Fundo de Investimento Imobiliario,fund,
HAPV3F.SA,HAPV3F,Hapvida Participacoes e Investimentos SA,stock,
LBRD34.SA,LBRD34,Liberty Broadband Corp. Shs C Unsponsored Brazilian Depository Receipt Repr 0.16666667 Sh,bdr,
ISAE3.SA,ISAE3,Isa Energia Brasil SA,stock,
MARG11.SA,MARG11,BTG Pactual Margem Debentures Ultra Qualidade Di B3 Fundo De Indice,fund,
MTRE3F.SA,MTRE3F,Mitre Realty Empreendimentos e Participacoes SA,stock,
SOJA3F.SA,SOJA3F,Boa Safra Sementes SA,stock,
ALOS3F.SA,ALOS3F,Allos S.A.,stock,
TASA4F.SA,TASA4F,Taurus Armas S.A. Pfd,stock,
VIGT11.SA,VIGT11,Vinci Energia Fundo de Investimento em Participacao em Infraestrutura,fund,
CEBR6.SA,CEBR6,Companhia Energetica de Brasilia - CEB Pfd B,stock,
VCRI11.SA,VCRI11,Vinci Credit Securities Fundo de Investimento Imobiliario,fund,
IDKA11.SA,IDKA11,It Now IRFM P3 Fundo de Indice Responsabilidade Limitada,fund,
BINC11.SA,BINC11,Brad FIC Firf Invest Infra CDI CP Resp Ltda,fund,
OIAG11.SA,OIAG11,OIAG Ourinvest Innovation Fiagro Imobiliario,fund,
ROMI3F.SA,ROMI3F,Romi SA,stock,
BPAC11F.SA,BPAC11F,Banco BTG Pactual SA Units Cons of 1 Sh + 2 Pfd Shs A,fund,
HOME34.SA,HOME34,Home Depot Inc Shs Unsponsored Brazilian Depository Receipts Repr 0.03571 Sh,bdr,
CASH3F.SA,CASH3F,Meliuz SA,stock,
INEP4.SA,INEP4,Inepar SA Industria e Construcoes Pfd,stock,
R2BL34.SA,R2BL34,Roblox Corp. Shs -A- Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh -A-,bdr,
CEAB3F.SA,CEAB3F,C&A Modas SA,stock,
ABBV34.SA,ABBV34,"AbbVie, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.0625 Sh",bdr,
VERZ34.SA,VERZ34,Verizon Communications Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.1667 Sh,bdr,
TMCO34.SA,TMCO34,Toyota Motor Corp ADR Unsponsored Brazilian Depository Receipt Repr 0.0625 ADR,bdr,
HABT11.SA,HABT11,Fundo de Investimento Imobiliario Habitat II,fund,
RDOR3F.SA,RDOR3F,Rede D'Or Sao Luiz SA,stock,
RELG11.SA,RELG11,Fundo de Investimento Imobiliario REC Logistica,fund,
OIBR3F.SA,OIBR3F,Oi S.A.,stock,
TIMS3F.SA,TIMS3F,TIM S.A.,stock,
MYPK3F.SA,MYPK3F,Iochpe Maxion S.A.,stock,
SAPR3F.SA,SAPR3F,Companhia de Saneamento do Parana - Sanepar,stock,
EGAF11.SA,EGAF11,Ecoagro I Fundo de Investimento nas Cadeias Produtivas Agroindustriais Fiagro Imobiliario,fund,
OGIN11.SA,OGIN11,Nikos Fundo De Investimento Em Cotas De Fundos Incentivados De Investimento Em Infraestrutura Renda Fixa,fund,
WIZC3F.SA,WIZC3F,WIZ Co Participacoes e Corretagem de Seguros SA,stock,
BIME11.SA,BIME11,Brio Multiestrategia Fundo de Investimento Imobiliario,fund,
TAEE3F.SA,TAEE3F,Transmissora Alianca De Energia Eletrica S.A.,stock,
P2AN34.SA,P2AN34,"Palo Alto Networks, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.016666 Sh",bdr,
UNIP6F.SA,UNIP6F,Unipar Carbocloro SA Pfd Class B,stock,
EQPA3.SA,EQPA3,Equatorial Para Distribuidora de Energia SA,stock,
INTB3F.SA,INTB3F,Intelbras SA Industria de Telecomunicacao Eletronica Brasileir,stock,
FESA4F.SA,FESA4F,Cia de Ferro Ligas da Bahia-Ferbasa Pfd,stock,
AZEV3F.SA,AZEV3F,Azevedo & Travassos SA,stock,
ATED3.SA,ATED3,Atom Educacao e Editora S.A.,stock,
AURB11.SA,AURB11,Alianza Urban Hub Renda Fundo de Investimento Imobiliario,fund,
FCXO34.SA,FCXO34,"Freeport-McMoRan, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.3333333 Sh",bdr,
DIVD11.SA,DIVD11,IT NOW IDIV Renda Dividendos Fundo de Indice - Responsabilidade Limitada,fund,
VVEO3F.SA,VVEO3F,CM Hospitalar SA,stock,
ELET6F.SA,ELET6F,Centrais Eletricas Brasileiras SA-Eletrobras Pfd B,stock,
SHUL4F.SA,SHUL4F,Schulz S.A.Non-Cum Perp Pfd Registered Shs,stock,
KIVO11.SA,KIVO11,Kilima Volkano Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
CPLE3F.SA,CPLE3F,Companhia Paranaense de Energia,stock,
PETZ3F.SA,PETZ3F,Pet Center Comercio e Participacoes,stock,
IGTI3F.SA,IGTI3F,Iguatemi SA,stock,
HYPE3F.SA,HYPE3F,Hypera S.A.,stock,
S2EA34.SA,S2EA34,Sea Limited ADR A Unsponsored Brazilian Depositary Receipt Repr 1 ADR A,bdr,
MOVI3F.SA,MOVI3F,Movida Participacoes SA,stock,
WFCO34.SA,WFCO34,Wells Fargo & Company Shs Unsponsored Brazilian Depository Receipt Repr 0.25 Sh,bdr,
BCRI11.SA,BCRI11,Banestes Recebiveis Imobiliarios Fundo de Investimento Imobiliario- FII Cotas,fund,
RZAT11.SA,RZAT11,Riza Arctium Real Estate Fundo de Investimento Imobiliario,fund,
KNDI11.SA,KNDI11,Kinea Estrategia Infra CDI Fundo de Investimento em Participacoes em Infraestrutura Responsabilidade Limitada,fund,
ALUP11F.SA,ALUP11F,Alupar Investimento SA Unit Cons of 1 Sh + 2 Pfd Shs,fund,
G1LO34.SA,G1LO34,Globant Sa Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
FSRF11.SA,FSRF11,Fiset Fl Ref Pfd,fund,
EZTC3F.SA,EZTC3F,EZ TEC Empreendimentos e Participacoes SA,stock,
BDIV11.SA,BDIV11,BTG Pactual Infraestrutura Dividendos Fundo de Investimento em Participacoes em Infraestrutura,fund,
DISB34.SA,DISB34,Walt Disney Company Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
RAPT4F.SA,RAPT4F,Randoncorp S.A.,stock,
ARXD11.SA,ARXD11,ARX Dover Recebiveis Fundo de Investimento Imobiliario,fund,
TOTS3F.SA,TOTS3F,TOTVS S.A.,stock,
PNDL11.SA,PNDL11,Panorama Desenvolvimento Logistico Fundo de Investimento Imobiliario,fund,
BIEF39.SA,BIEF39,iShares Core MSCI EAFE ETF Unsponsored Brazilian Depository Receipt Repr 0.125 Sh,bdr,
HSAF11.SA,HSAF11,HSI Ativos Financeiros Fundos Investimentos Imobiliarios,fund,
RBRL11.SA,RBRL11,RBR LOG - Fundo De Investimiento Imobiliario,fund,
ACWI11.SA,ACWI11,Trend ETF Bloomberg All Countries Classe De indice R LTD A,fund,
RAIL3F.SA,RAIL3F,Rumo SA,stock,
MRCK34.SA,MRCK34,"Merck & Co., Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.125 Sh",bdr,
CSCO34.SA,CSCO34,"Cisco Systems, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.2 Sh",bdr,
IRBR3F.SA,IRBR3F,IRB Brasil Resseguros SA,stock,
CRAA11.SA,CRAA11,Sparta Fiagro Fundo de Investimento nas Cadeias Produtivas Agroindustriais Imobiliario,fund,
B2YN34.SA,B2YN34,"Beyond Meat, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh",bdr,
AURO11.SA,AURO11,Buena Vista Neos Gold High Income Index Fundo de Indice de Responsabilidade Limitada,fund,
WEB311.SA,WEB311,Hashdex Smart Contract Platforms FI,fund,
ALUP4F.SA,ALUP4F,Alupar Investimento SA Pfd Shs,stock,
LAVV3F.SA,LAVV3F,LAVVI Empreendimentos Imobiliarios SA,stock,
TTEN3F.SA,TTEN3F,Tres Tentos Agroindustrial SA,stock,
HSLG11.SA,HSLG11,HSI Logistica Fundo de Investimento Imobiliario,fund,
COWC34.SA,COWC34,Costco Wholesale Corporation Unsponsored Brazilian Depositary Receipt Repr 0.025 Sh,bdr,
CBAV3F.SA,CBAV3F,Companhia Brasileira de Aluminio,stock,
S2HO34.SA,S2HO34,"Shopify, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.00833 Sh A",bdr,
IWMI11.SA,IWMI11,Buena Vista Neos Russell 2000 High Income Index Fundo De Indice - Responsabilidade Limitada,fund,
GFSA3F.SA,GFSA3F,Gafisa S.A.,stock,
MDNE3F.SA,MDNE3F,Moura Dubeux Engenharia SA,stock,
A1ZN34.SA,A1ZN34,AstraZeneca PLC ADR Unsponsored Brazilian Depositary Receipt Repr 0.1666 ADR,bdr,
VISA34.SA,VISA34,Visa Inc. Shs A Unsponsored Brazilian Depository Receipt Repr 0.05 Sh A,bdr,
SMTO3F.SA,SMTO3F,Sao Martinho S.A.,stock,
ALUG11.SA,ALUG11,Investo MSCI US Real Estate ETF,fund,
A1MT34.SA,A1MT34,"Applied Materials, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh",bdr,
PFIZ34.SA,PFIZ34,Pfizer Inc Shs Unsponsored Brazilian Depository Receipts Repr 0.25 Sh,bdr,
MCDC34.SA,MCDC34,McDonald's Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
GRWA11.SA,GRWA11,Greenwich Agro Fundo de Investimento nas Cadeias Produtivas Agroindustriais Fiagro Imobiliario,fund,
DCRA11.SA,DCRA11,Devant Fundo de Investimento nas Cadeias Produtivas Agroindustriais Fiagro Imobiliario,fund,
ENGI3.SA,ENGI3,Energisa SA,stock,
BTLT39.SA,BTLT39,iShares 20+ Year Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.066666 Sh,bdr,
ENEV3F.SA,ENEV3F,Eneva S.A.,stock,
ENGI11F.SA,ENGI11F,Energisa SA Units Cons of 1 Sh + 4 Pfd Shs,fund,
QCOM34.SA,QCOM34,QUALCOMM Incorporated Shs Unsponsored Brazilian Depository Receipt Repr 0.0833 Sh,bdr,
SEQL3F.SA,SEQL3F,Sequoia Logistica e Transportes SA,stock,
VLID3F.SA,VLID3F,Valid Solucoes SA,stock,
RPRI11.SA,RPRI11,RBR Premium Recebiveis Imobioliarios Fundo de Investimento Imobiliario,fund,
ALLD3F.SA,ALLD3F,Allied Tecnologia SA,stock,
A1PO34.SA,A1PO34,Apollo Global Management Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.06666667 Shs,bdr,
NEOE3F.SA,NEOE3F,Neoenergia SA,stock,
ETHA39.SA,ETHA39,iShares Ethereum Trust Shs Unsponsored Brazilian Depositary Receipt Repr 0.33333333 Sh,bdr,
BRAX11.SA,BRAX11,iShares IBrX-Indice Brasil (IBrX-100) Fundo de Indice,fund,
SIMH3F.SA,SIMH3F,Simpar SA,stock,
BBGO11.SA,BBGO11,BB Fundo de Investimento de Credito Fiagro Imobiliario,fund,
POSI3F.SA,POSI3F,Positivo Tecnologia SA,stock,
SANB4F.SA,SANB4F,Banco Santander (Brasil) SA Pfd,stock,
POMO3F.SA,POMO3F,Marcopolo SA,stock,
BROF11.SA,BROF11,BRPR Corporate Offices Fundo de Investimento Imobiliario,fund,
TVRI11.SA,TVRI11,Tivio Renda Imobiliaria Fundo de Investimento Imobiliario,fund,
GPUS11.SA,GPUS11,Investo GP ETF S&P 500 Fundo De Indice,fund,
EUCA4F.SA,EUCA4F,Eucatex S.A. Industria E Comercio Non-Cum Perp Pfd Registered Shs,stock,
B2HI34.SA,B2HI34,"BILL Holdings, Inc. Unsponsored ADR",bdr,
AIEC11.SA,AIEC11,Autonomy Edificios Corporativos Fundo de Investimento Imobiliario,fund,
SANB3F.SA,SANB3F,Banco Santander (Brasil) S.A.,stock,
UTLL11.SA,UTLL11,Investo B3 Utilidade Publica Fundo de Indice,fund,
MULT3F.SA,MULT3F,Multiplan Empreendimentos Imobiliarios SA,stock,
GBTC11.SA,GBTC11,Buena Vista Hashdex Gold & Bitcoin Fundo De Indice Responsabilidade Limitada,fund,
BLMG11.SA,BLMG11,Bluemacaw Logistica Fundo de Investimento Imobiliario,fund,
H1SB34.SA,H1SB34,HSBC Holdings Plc Unsponsored Brazilian Depositary Receipt Repr 0.25 ADR,bdr,
VCRA11.SA,VCRA11,Vectis Datagro Credito Agronegocio - Fundo de Investimento nas Cadeias Produtivas Agroindustriais - Imobiliario,fund,
CXCO11.SA,CXCO11,Fundo de Investimento Imobiliario Caixa Imoveis Corporativos,fund,
K2CG34.SA,K2CG34,Kingsoft Cloud Holdings Ltd. ADR Unsponsored Brazilian Depositary Receipt Repr 0.06666667 ADR,bdr,
L1MN34.SA,L1MN34,"Lumen Technologies, Inc. Unsponsored Brazilian Depositary Receipt Repr 1 Sh",bdr,
TGMA3F.SA,TGMA3F,Tegma Gestao Logistica S.A.,stock,
A1PL34.SA,A1PL34,Applied Digital Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
ECOR3F.SA,ECOR3F,EcoRodovias Infraestrutura e Logistica S.A.,stock,
QUAL3F.SA,QUAL3F,Qualicorp Consultoria e Corretora de Seguros S.A.,stock,
CEBR3.SA,CEBR3,Companhia Energetica de Brasilia - CEB,stock,
PDGR3F.SA,PDGR3F,PDG Realty SA Empreendimentos e Participacoes,stock,
D1DG34.SA,D1DG34,"Datadog, Inc. Shs A Unsponsored Brazilian Depository Receipt Repr 0.1 Sh A",bdr,
UNIP3.SA,UNIP3,Unipar Carbocloro SA,stock,
GUAR3F.SA,GUAR3F,Guararapes Confeccoes S.A.,stock,
SFIX11.SA,SFIX11,BTG Pactual Teva ITBR IPCA 95-5 Fundo de Indice,fund,
QDFI11.SA,QDFI11,QR Bloomberg Defi Fundo de Indice Investimento no Exterior,fund,
B5MB11.SA,B5MB11,ETF Bradesco Ima-B5+ Fundo de Indice,fund,
HODL11.SA,HODL11,Investo ETF Marketvector Bitcoin Benchmark Rate Fundo de Indice Responsabilidade Limitada,fund,
PMAM3F.SA,PMAM3F,Paranapanema S.A.,stock,
YDUQ3F.SA,YDUQ3F,YDUQS Participacoes SA,stock,
BLBT39.SA,BLBT39,Global X Lithium & Battery Tech ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
INLG11.SA,INLG11,Inter Logistico Fundo De Investimento Imobiliario FII,fund,
ISUS11.SA,ISUS11,IT Now ISE Fundo de Indice,fund,
JALL3F.SA,JALL3F,Jalles Machado SA,stock,
CGRA4.SA,CGRA4,Grazziotin S.A. Pfd,stock,
A1IV34.SA,A1IV34,Apartment Investment and Management Company -A- Unsponsored BDR,bdr,
NFTS11.SA,NFTS11,Investo Vaneck ETF Crypto Compare Media & Entertainment Leaders Fundo de Indice Investimento no Exterior,fund,
BCSA34.SA,BCSA34,Banco Santander SA ADR Unsponsored Brazilian Depository Receipt Repr 1 ADR,bdr,
XPIN11.SA,XPIN11,XP Industrial Fundo Investimento Imobiliario,fund,
LJQQ3F.SA,LJQQ3F,Lojas Quero-Quero SA,stock,
STBP3F.SA,STBP3F,Santos Brasil Participacoes SA,stock,
COPN11.SA,COPN11,Copernico Fundo De Investimento Em Participacoes Em Infraestrutura,fund,
UCAS3F.SA,UCAS3F,Unicasa Industria de Moveis S.A.,stock,
N1OW34.SA,N1OW34,"ServiceNow, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.02 Sh",bdr,
ARML3F.SA,ARML3F,Armac Locacao Logistica e Servicos SA,stock,
P2NB34.SA,P2NB34,"Penumbra, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.033333 Sh",bdr,
LLFT11.SA,LLFT11,BTG Pactual Teva Tesouro Selic Fundo De Indice,fund,
AIRB34.SA,AIRB34,"Airbnb, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh A",bdr,
FICT3.SA,FICT3,Fictor Alimentos SA,stock,
PLAG11.SA,PLAG11,FII PLAG,fund,
RFOF11.SA,RFOF11,Fundo De Investimento Imobiliario Rb Capital I Fundo De Fundos,fund,
SEER3F.SA,SEER3F,Grupo Ser Educacional SA,stock,
PFIN11.SA,PFIN11,Perfin Apollo Energia Fundo de Investimento em Participacoes em Infraestrutura,fund,
LOGG3F.SA,LOGG3F,Log Commercial Properties e Participacoes SA,stock,
OUJP11.SA,OUJP11,Ourinvest JPP Fundo de Investimento Imobiliario - FII,fund,
VIVA3F.SA,VIVA3F,Vivara Participacoes SA,stock,
PPEI11.SA,PPEI11,Prisma Proton Energia Fundo de Investimento em Participacoes em Infraestrutura A,fund,
PLPL3F.SA,PLPL3F,Plano & Plano Desenvolvimento Imobiliario Ltda,stock,
BRZP11.SA,BRZP11,BRZ Infra Portos Fundo de Investimento em Participacoes em Infraestrutura,fund,
NDIV11.SA,NDIV11,NU Renda Ibov Smart Dividendos Fundo de Indice,fund,
AZIN11.SA,AZIN11,AZ Quest Infra Yield II Fundo de Investimento em Participacoes em Infraestrutura,fund,
BIOM3F.SA,BIOM3F,Biomm SA,stock,
HAGA4.SA,HAGA4,Haga SA Industria e Comercio Pfd,stock,
EQMA3B.SA,EQMA3B,Equatorial Maranhao Distribuidora de Energia SA,stock,
FIGS11.SA,FIGS11,General Shopping Ativo e Renda Fundo de Investimento Imobiliario Cotas,fund,
GOAT11.SA,GOAT11,IT Now S&P IMA-B Fundo De Indice - Responsabilidade Limitada,fund,
ANIM3F.SA,ANIM3F,Anima Holding SA,stock,
ISTT11.SA,ISTT11,Itau Isento Setembro 29 FIC de Fundos Incentivados de Inv Financeiro em Infraestrutura Renda Fixa Resp Limitada,fund,
M2RV34.SA,M2RV34,"Marvell Technology, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh",bdr,
MILS3F.SA,MILS3F,Mills Locacao Servicos e Logistica S.A.,stock,
MOTV3F.SA,MOTV3F,Motiva Infraestrutura de Mobilidade SA,stock,
PGMN3F.SA,PGMN3F,Empreendimentos Pague Menos SA,stock,
ARGT39.SA,ARGT39,Global X MSCI Argentina ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Shs,bdr,
BEES3F.SA,BEES3F,Banestes S.A. - Banco do Estado do Espirito Santo,stock,
U2ST34.SA,U2ST34,"Unity Software, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh",bdr,
LWSA3F.SA,LWSA3F,LWSA S.A.,stock,
NEXG11.SA,NEXG11,Nex Credito Agro Fundo de Investimento nas Cadeias Produtivas do Agronegocio Fiagro Imobiliario,fund,
GSGI34.SA,GSGI34,"Goldman Sachs Group, Inc. Shs Unsponsored Brazilian Depository Receipts Repr 0.03333333 Sh",bdr,
HBOR3F.SA,HBOR3F,Helbor Empreendimentos S.A.,stock,
EVEN3F.SA,EVEN3F,Even Construtora E Incorporadora S.A.,stock,
BCIA11.SA,BCIA11,Bradesco Carteira Imobiliatia Ative- Fundo de Fundos de Investimento Imobiliario- FII Cotas,fund,
EAIN34.SA,EAIN34,Electronic Arts Inc. Unsponsored Brazilian Depository Receipt Repr 1/2 Sh,bdr,
BTRA11.SA,BTRA11,Fundo de Investimento Imobiliario BTG Pactual Terras Agricolas,fund,
A1NE34.SA,A1NE34,Arista Networks Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
GGBR3F.SA,GGBR3F,Gerdau S.A.,stock,
RDNI3.SA,RDNI3,Rodobens Negocios Imobiliarios S.A.,stock,
S1BS34.SA,S1BS34,Sibanye Stillwater Limited Unsponsored Brazilian Depositary Receipt Repr 0.5 ADR,bdr,
AMOB3F.SA,AMOB3F,Automob Participacoes S.A,stock,
KNOX11.SA,KNOX11,Knox Debt Fundo de Investimento em Participacoes em Infraestrutura,fund,
DAYM11.SA,DAYM11,Asa Metropolis Fundo de Investimento Imobiliario,fund,
IGTI11F.SA,IGTI11F,Iguatemi SA Units Cons of 1 Sh + 2 Pfd Shs,fund,
BRAP3F.SA,BRAP3F,Bradespar S.A.,stock,
FIVN11.SA,FIVN11,Fundo de Investimento Imobiliario Vida Nova - FII Cotas,fund,
TORD11.SA,TORD11,Tordesilhas EI Fundo De Investimento Imobiliario,fund,
SMFT3F.SA,SMFT3F,Smartfit Escola de Ginastica e Danca SA,stock,
BBFO11.SA,BBFO11,BB Fundos de Fundos Fundo de Investimento Imobiliario,fund,
PINE4F.SA,PINE4F,Banco PINE S.A. Pfd,stock,
ONCO3F.SA,ONCO3F,Oncoclinicas do Brasil Servicos Medicos SA,stock,
BLAU3F.SA,BLAU3F,Blau Farmaceutica SA,stock,
HTMX11.SA,HTMX11,Fundo de Investimento Imobiliario Hotel Maxinvest Cotas,fund,
BMOB3F.SA,BMOB3F,Bemobi Mobile Tech SA,stock,
BBOV11.SA,BBOV11,BB ETF Ibovespa Fun de Indice,fund,
ALUP3.SA,ALUP3,Alupar Investimento SA,stock,
GMCO34.SA,GMCO34,General Motors Company Shs Unsponsored Brazilian Depository Receipt Repr 0.25 Sh,bdr,
TEND3F.SA,TEND3F,Construtora Tenda SA,stock,
RBHG11.SA,RBHG11,Rio Bravo Credito Imobiliario High Grade Fundo de Investimento Imobiliario,fund,
RCRB11.SA,RCRB11,Fundo de Investimento Imobiliario Rio Bravo de Renda Corporativa,fund,
NBIT11.SA,NBIT11,Nu Nasdaq Brazil Bitcoin Carry Futures Classe De Indice - Responsabilidade Limitada,fund,
Q2SC34.SA,Q2SC34,QuantumScape Corporation Shs A Unsponsored Brazilian Depositary Receipt Repr 0.3333 Sh A,bdr,
SAPI11.SA,SAPI11,Santander Papeis Imobiliarios Fundo de Investimento Imobiliario,fund,
CHCM34.SA,CHCM34,"Charter Communications, Inc. Shs A Unsponsored Brazilian Depository Receipt Repr 0.01667 Sh -",bdr,
HGBL11.SA,HGBL11,Hedge Brasil Logistico Industrial Fundo de Investimento Imobiliario de Responsabilidade Limitada,fund,
EALT4F.SA,EALT4F,Electro Aco Altona SA Pfd,stock,
UPSS34.SA,UPSS34,United Parcel Service Inc Shs Unsponsored Brazilian Depository Receipts Repr 0.0625 Sh,bdr,
JGPX11.SA,JGPX11,Fundo de Investimento nas Cadeias Produtivas Agroindustriais JGP Credito Fiagro Imobiliario,fund,
RINV11.SA,RINV11,Real Investor Fundo de Investimento Imobiliario,fund,
PACB11.SA,PACB11,BTG Pactual Teva Tesouro Ipca Ultra Longo Ce Fundo De Indice - Responsabilidade Limitada,fund,
BPAN4F.SA,BPAN4F,Banco Pan S.A. Pfd Shs,stock,
DEEC34.SA,DEEC34,Deere & Co Shs Unsponsored Brazilian Depository Receipt Repr 0.03333333 Sh,bdr,
C2RW34.SA,C2RW34,"CrowdStrike Holdings, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.04545 Sh A",bdr,
MDIA3F.SA,MDIA3F,M. Dias Branco SA Industria e Comercio de Alimentos,stock,
BEST11.SA,BEST11,Investo Brazil Besst Quality Fundo de Indice,fund,
LPSB3F.SA,LPSB3F,LPS Brasil-Consultoria de Imoveis SA,stock,
RBHY11.SA,RBHY11,Rio Bravo Credito Imobiliario High Yield Fundo de Investimento Imobiliario,fund,
AROA11.SA,AROA11,AROEIRA 333 RENDA LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,fund,
BSHV39.SA,BSHV39,iShares Short Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
ITIT11.SA,ITIT11,Inter Teva Indice de Tijolo Fundo de Investimento Imobiliario,fund,
CATP34.SA,CATP34,Caterpillar Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.0625 Sh,bdr,
RBRD11.SA,RBRD11,RB Capital Renda II Fundo de Investimento Imobiliario - FII Cotas,fund,
IAGR11.SA,IAGR11,SFI Investimentos do Agronegocio Fiagro Imobiliario,fund,
CEDO3.SA,CEDO3,Cia. de Fiacao e Tecidos Cedro e Cachoeira,stock,
BPAC3.SA,BPAC3,Banco BTG Pactual SA,stock,
BSLI4.SA,BSLI4,BRB Banco de Brasilia SA Pfd,stock,
GPRO34.SA,GPRO34,"GoPro, Inc. Shs A Unsponsored Brazilian Depository Receipt Repr 1 Sh A",bdr,
BMEB4F.SA,BMEB4F,BCO Mercantil do Brasil SA Pfd,stock,
RBFF11.SA,RBFF11,Rio Bravo IFIX Fundo de Fundos de Investimento Imobiliario,fund,
VCRR11.SA,VCRR11,Vectis Renda Residencial Fundo de Investimento Imobiliario,fund,
BSIL39.SA,BSIL39,Global X Silver Miners ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
JDCO34.SA,JDCO34,"JD.com, Inc. ADR Unsponsored Brazilian Depository Receipt Repr 0.1666667 ADR",bdr,
ORVR3F.SA,ORVR3F,Orizon Valorizacao de Residuos SA,stock,
MLAS3F.SA,MLAS3F,Multi Group S.A,stock,
BRSR3F.SA,BRSR3F,Banco do Estado do Rio Grande do Sul SA,stock,
ORLY34.SA,ORLY34,O'Reilly Automotive Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.003225806 Sh,bdr,
U1BE34.SA,U1BE34,"Uber Technologies, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh",bdr,
FTCA11.SA,FTCA11,FYTO RECEBIVEIS DO AGRONEGOCIO - FIAGRO IMOBILIARIO,fund,
SMRE11.SA,SMRE11,Fundo De Investimento Imobiliario Smart Real Estate - FII Responsabilidade Limitada,fund,
PINE3.SA,PINE3,Banco PINE S.A.,stock,
IGTI3.SA,IGTI3,Iguatemi SA,stock,
MNDL3.SA,MNDL3,Mundial S.A.- Produtos de Consumo,stock,
