symbol,symbol_raw,name,type,exchange
CORN11.SA,CORN11,BB ETF Indice Futuro de Milho B3 Fundo de Indice,fund,
VSHO11.SA,VSHO11,Fundo De Investimento Imobiliario Votorantim Shopping,fund,
GEOO34.SA,GEOO34,GE Aerospace Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
V2TX34.SA,V2TX34,VTEX Shs A Unsponsored Brazilian Depositary Receipt Repr 1 Sh A,bdr,
ULEV34.SA,ULEV34,Unilever PLC ADR Unsponsored Brazilian Depository Receipt Repr 1 ADR,bdr,
ZAGH11.SA,ZAGH11,Zagros Multiestrategia Fundo De Investimento Imobiliario,fund,
M2PW34.SA,M2PW34,"Medical Properties Trust, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh",bdr,
BBER39.SA,BBER39,JPMorgan BetaBuilders Europe Fund Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
PACG11.SA,PACG11,BTG Pactual IMA-B Fundo De Indice,fund,
A1PP34.SA,A1PP34,AppLovin Corp. Shs A UnSp Brazilian Depositary Receipt Repr 0.03125 Shs A,bdr,
DMVF3F.SA,DMVF3F,D1000 Varejo Farma Participacoes SA,stock,
GCRA11.SA,GCRA11,Galapagos Recebiveis do Agronegocio - Fiagro-Imobiliario,fund,
PATC11.SA,PATC11,Patria Edificios Corporativos Fundo Investimento Imobiliario FII,fund,
V1ST34.SA,V1ST34,Vistra Corp Shs Unsponsored Brazilian Depositary Receipt Repr 0.071428571 Sh,bdr,
COTY34.SA,COTY34,Coty Inc. Shs Unsponsored Brazilian Depository Receipt Repr 1/2 Sh,bdr,
RCSL4F.SA,RCSL4F,Recrusul SA Pfd,stock,
BIEM39.SA,BIEM39,iShares Core MSCI Emerging Markets ETF Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
BEWT39.SA,BEWT39,iShares MSCI Taiwan ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1666 Sh,bdr,
V1OD34.SA,V1OD34,Vodafone Group Public Limited Company Unsponsored Brazilian Depositary Receipt Repr 0.5 ADR,bdr,
FCFL11.SA,FCFL11,Fundo de Investimento Imobiliario - FII Campus Faria Lima Responsabilidade Limitada Cotas,fund,
B1TI34.SA,B1TI34,British American Tobacco PLC ADR Unsponsored Brazilian Depositary Receipt Repr 0.2 ADR,bdr,
L1EG34.SA,L1EG34,Leggett & Platt Inc Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
BLQD39.SA,BLQD39,iShares iBoxx USD Investment Grade Corporate Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
BOTZ39.SA,BOTZ39,Global X Robotics & Artificial Intelligence ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
ELET5.SA,ELET5,Centrais Eletricas Brasileiras SA-Eletrobras Pfd A,stock,
REDE3.SA,REDE3,Rede Energia S.A.,stock,
EKTR4.SA,EKTR4,Elektro Redes S.A. Pfd Shs,stock,
VSTE3.SA,VSTE3,Veste S.A. Estilo,stock,
OFSA3.SA,OFSA3,Ourofino S.A.,stock,
OFSA3F.SA,OFSA3F,Ourofino S.A.,stock,
GDXB39.SA,GDXB39,VanEck Gold Miners ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333 Sh,bdr,
RBOP11.SA,RBOP11,Fundo de Investimento Imobiliario Rio Bravo Oportunidades Imobiliarias FII,fund,
NEXP3F.SA,NEXP3F,Nexpe Participacoes SA,stock,
USAL11.SA,USAL11,Trend ETF CRSP US Large Cap,fund,
ATED3F.SA,ATED3F,Atom Educacao e Editora S.A.,stock,
PDTC3F.SA,PDTC3F,Padtec Holding SA,stock,
U1AI34.SA,U1AI34,"Under Armour, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh",bdr,
CGRA3F.SA,CGRA3F,Grazziotin S.A.,stock,
TJKB11.SA,TJKB11,TJK Renda Imobiliaria Fundo de Investimento Imobiliario,fund,
F2NV34.SA,F2NV34,Franco-Nevada Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.0055556 Sh,bdr,
G1FI34.SA,G1FI34,Gold Fields Ltd Unsponsored Brazilian Depositary Receipt Repr 0.5 ADR,bdr,
EBIT11.SA,EBIT11,Empiricus Teva Bitcoin Fundo De Indice - Responsabilidade Limitada,fund,
GCRI11.SA,GCRI11,Galapagos Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
B1FC34.SA,B1FC34,Brown-Forman Corporation Shs B Unsponsored Brazilian Depositary Receipt Repr 1 Sh B,bdr,
B1NT34.SA,B1NT34,BioNTech SE ADR Unsponsored Brazilian Depositary Receipt Repr 0.0625 ADR,bdr,
BGIP4F.SA,BGIP4F,Banco do Estado de Sergipe SA - Banese Non-Cum Perp Pfd Registered Shs,stock,
BIWM39.SA,BIWM39,iShares Russell 2000 ETF Unsponsored Brazilian Depository Receipt Repr 0.05 Sh,bdr,
K1LA34.SA,K1LA34,KLA Corporation Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
MMMC34.SA,MMMC34,3M Company Shs Unsponsored Brazilian Depository Receipts Repr 1/4 Sh,bdr,
DOTZ3F.SA,DOTZ3F,Dotz SA,stock,
BTAG11.SA,BTAG11,BTG Pactual Credito Agricola Fundo de Investimento em Cotas Fiagro - Direitos Creditorios,fund,
BONY34.SA,BONY34,Bank of New York Mellon Corp Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
L1YG34.SA,L1YG34,Lloyds Banking Group PLC Unsponsored Brazilian Depositary Receipt Repr 1 ADR,bdr,
COCE5F.SA,COCE5F,Companhia Energetica do Ceara-COELCE Pfd A,stock,
A2MB34.SA,A2MB34,"Ambarella, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.04 Sh",bdr,
BOBR4F.SA,BOBR4F,Bombril S.A.Non-Cum Perp Pfd Registered Shs,stock,
DHER34.SA,DHER34,Danaher Corp Shs Unsponsored Brazilian Depository Receipt Repr 0.035714285 Sh,bdr,
Z2SC34.SA,Z2SC34,"Zscaler, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.033333 Sh",bdr,
LUPA3F.SA,LUPA3F,Lupatech S.A.,stock,
REAG3F.SA,REAG3F,REAG Investimentos SA,stock,
FVPQ11.SA,FVPQ11,Fundo de Investimentos Imobiliario Bamerindus - Via Parque Shopping Cotas,fund,
V1TA34.SA,V1TA34,"Ventas, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1/2 Sh",bdr,
LAND3F.SA,LAND3F,Terra Santa Propriedades Agricolas SA,stock,
REGN34.SA,REGN34,"Regeneron Pharmaceuticals, Inc.Shs Unsponsored Brazilian Depositary Receipt Repr 0.0166667 Sh",bdr,
N2ET34.SA,N2ET34,Cloudflare Inc Unsponsored Brazilian Depositary Receipt Repr 0.0555 Sh A,bdr,
W1IX34.SA,W1IX34,Wix.com Ltd Unsponsored Brazilian Depository Receipt Repr 0.033333333 Sh,bdr,
FESA3F.SA,FESA3F,Cia de Ferro Ligas da Bahia,stock,
DEOP34.SA,DEOP34,Diageo PLC ADR Unsponsored Brazilian Depository Receipt Repr 0.05555556 ADR,bdr,
SCVB11.SA,SCVB11,Investo Marketvector Brazil Small Cap Value ETF Fundo de Investimento de Indice,fund,
BMMT11.SA,BMMT11,B Index Morningstar Brasil Momento Fundo de Indice,fund,
F2VR34.SA,F2VR34,Fiverr International Ltd. Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
DOLL39.SA,DOLL39,iShares 0-3 Month Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
ZAVI11.SA,ZAVI11,Zavit Real Estate Fund Fundo de Investimento Imobiliario,fund,
COLG34.SA,COLG34,Colgate-Palmolive Co Shs Unsponsored Brazilian Depositary Receipt Repr 0.142857143 Sh,bdr,
P1DD34.SA,P1DD34,PDD Holdings Inc. ADR A Unsponsored Brazilian Depositary Receipt Repr 0.1 ADR A,bdr,
Y2PF34.SA,Y2PF34,YPF SA Unsponsored BDR,bdr,
BAER39.SA,BAER39,iShares U.S. Aerospace & Defense ETF Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
E1WL34.SA,E1WL34,Edwards Lifesciences Corp Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
R1MD34.SA,R1MD34,ResMed Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
HAGA4F.SA,HAGA4F,Haga SA Industria e Comercio Pfd,stock,
DBAG34.SA,DBAG34,Deutsche Bank AG Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
BNDA39.SA,BNDA39,iShares MSCI India ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
AFHF11.SA,AFHF11,AF Invest Real Estate Multiestrategia Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
A1LN34.SA,A1LN34,"Alnylam Pharmaceuticals, Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.05 Sh",bdr,
T1AM34.SA,T1AM34,Atlassian Corp Shs A Unsponsored Brazilian Depository Receipt Repr 0.05 Sh A,bdr,
FIND11.SA,FIND11,IT Now IFNC Fundo de Indice,fund,
LOGN3F.SA,LOGN3F,Log-In Logistica Intermodal SA,stock,
V1RT34.SA,V1RT34,Vertiv Holdings LLC Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
FAED11.SA,FAED11,Fundo de Investimeno Imobiliario FII Anhanguera Educacional Responsabilidade Limitada,fund,
CEEB3F.SA,CEEB3F,Companhia de Electricidade do Estado da Bahia - COELBA,stock,
GILD34.SA,GILD34,"Gilead Sciences, Inc Unsponsored Brazilian Depository Receipt Repr 1/2 Sh",bdr,
BMEB3F.SA,BMEB3F,BCO Mercantil do Brasil SA,stock,
NUTR3F.SA,NUTR3F,Nutriplant Industria E Comercio S.A.,stock,
TIRB11.SA,TIRB11,BTG Pactual Teva Dividendos Ativos Reais Listados Fundo de Indice Responsabilidade Limitada,fund,
BILF39.SA,BILF39,iShares Latin America 40 ETF Unsponsored Brazilian Depository Receipt Repr 0.33 Sh,bdr,
R2HH34.SA,R2HH34,RH Unsponsored Brazilian Depositary Receipt Repr 0.0166 Sh,bdr,
TOKY3F.SA,TOKY3F,Grupo Toky SA,stock,
F1SL34.SA,F1SL34,"Fastly, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.1 Sh",bdr,
PEVC11.SA,PEVC11,Investo BlueStar T10 US List. Alt. Asset Mngr. FII - Invt. NE,fund,
BEWW39.SA,BEWW39,iShares MSCI Mexico ETF Unsponsored Brazilian Depository Receipt Repr 0.25 Sh,bdr,
AFLT3F.SA,AFLT3F,Afluente Transmissao De Energia Eletrica SA,stock,
BAAX39.SA,BAAX39,iShares MSCI All Country Asia ex Japan ETF Unsponsored Brazilian Depository Receipt Repr 0.1 Sh,bdr,
PSKY34.SA,PSKY34,Paramount Skydance Corporation Shs B Unsponsored Brazilian Depositary Receipt Repr 1 Sh B,bdr,
BEEM39.SA,BEEM39,iShares MSCI Emerging Markets ETF Unsponsored Brazilian Depository Receipt Repr 0.166667 Sh,bdr,
CEBR5F.SA,CEBR5F,Companhia Energetica de Brasilia - CEB Pfd A,stock,
SCHW34.SA,SCHW34,Charles Schwab Corp Shs Unsponsored Brazilian Depository Receipt Repr 0.125 Sh,bdr,
MOAR3F.SA,MOAR3F,Monteiro Aranha S.A.,stock,
RICO11.SA,RICO11,Buena Vista VIII Fundo De Indice,fund,
RIOT34.SA,RIOT34,Rio Tinto PLC ADR Unsponsored Brazilian Depository Receipt Repr 1 ADR,bdr,
ACNB34.SA,ACNB34,Accenture PLC Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
BIJR39.SA,BIJR39,iShares Core S&P Small-Cap ETF Unsponsored Brazilian Depository Receipt Repr 0.125 Sh,bdr,
SHOW3F.SA,SHOW3F,T4F Entretenimento S.A.,stock,
RENV11.SA,RENV11,CPV Energia Fundo De Investimento Imobiliario Responsabilidade Limitada,fund,
N1EM34.SA,N1EM34,Newmont Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
BITC11.SA,BITC11,BTG Pactual Teva Bitcoin Fundo de Indice,fund,
BTFL39.SA,BTFL39,iShares Treasury Floating Rate Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
SEQL11F.SA,SEQL11F,Sequoia Logistica e Transportes SA Rights 2025-29.09.25 For Convertible Debentures Series 1 Issue 8,fund,
L1UL34.SA,L1UL34,lululemon athletica inc. Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
S1YF34.SA,S1YF34,Synchrony Financial Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
CTBA11B.SA,CTBA11B,Prefeitura Municipal de Curitiba Trust Units Consorciada Linha Verde,fund,
D2TC34.SA,D2TC34,Dynatrace Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
OCRE11.SA,OCRE11,Octo Fundo de Investimento Imobiliario,fund,
FHER3F.SA,FHER3F,Fertilizantes Heringer S.A.,stock,
HOOT4.SA,HOOT4,Hoteis Othon SA Pfd,stock,
CRPG6F.SA,CRPG6F,Tronox Pigmentos do Brasil SA Pfd Registered Shs B,stock,
HGBR11.SA,HGBR11,Nu iBoxx Investment Grade Hedge Carry BRL,fund,
RSUL4.SA,RSUL4,Metalurgica Riosulense SA Pfd,stock,
BTHD39.SA,BTHD39,iShares MSCI Thailand ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
DAMT11.SA,DAMT11,Diamante Fundo Investimento Imobiliario,fund,
E2NT34.SA,E2NT34,"Entegris, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.055555 Sh",bdr,
SEQL11.SA,SEQL11,Sequoia Logistica e Transportes SA Rights 2025-29.09.25 For Convertible Debentures Series 1 Issue 8,fund,
FRIO3.SA,FRIO3,Metalfrio Solutions S.A.,stock,
C1RR34.SA,C1RR34,Carrier Global Corp. Shs Unsponsored Brazilian Depository Receipt Repr 0.25 Sh,bdr,
FESA3.SA,FESA3,Cia de Ferro Ligas da Bahia,stock,
PEAB4.SA,PEAB4,Cia de Participacoes Alianca da Bahia Non-Cum Perp Pfd Registered Shs,stock,
HETA4.SA,HETA4,Hercules SA Fabrica de Talheres Pfd,stock,
CGAS3.SA,CGAS3,Companhia de Gas de Sao Paulo - COMGAS,stock,
EALT3F.SA,EALT3F,Electro Aco Altona SA,stock,
CGAS5.SA,CGAS5,Companhia de Gas de Sao Paulo - COMGAS Pfd Registered A,stock,
BRKM6.SA,BRKM6,Braskem S.A. Conv Pfd B,stock,
PLRI11.SA,PLRI11,Polo FII - FII Recebiveis Imobiliarios I Cotas,fund,
BNBR3.SA,BNBR3,Banco do Nordeste do Brasil S.A.,stock,
MOAR3.SA,MOAR3,Monteiro Aranha S.A.,stock,
CPLE5.SA,CPLE5,Companhia Paranaense de Energia - COPEL Pfd Registered A,stock,
BDAP11.SA,BDAP11,BB ETF Indice DAP5 B3 Fundo de Indice,fund,
LASC11.SA,LASC11,Legatus Shoppings Fundo de Investimento Imobiliario,fund,
HCRI11.SA,HCRI11,Fundo de Investimento Imobiliario FII Hospital da Crianca Responsabilidade Limitada,fund,
AGXY3F.SA,AGXY3F,Agrogalaxy Participacoes SA,stock,
A1RE34.SA,A1RE34,Alexandria Real Estate Equities Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
XBOV11.SA,XBOV11,Caixa ETF Ibovespa Fundo Indice Cotas,fund,
INRD11.SA,INRD11,Inter Residence Fundo de Investimento Imobiliario FII,fund,
PACC11.SA,PACC11,BTG Pactual IMA-B 5 P2 Fundo De Indice,fund,
R1IN34.SA,R1IN34,Realty Income Corporation Shs Unsponsored BDR Repr 1/2 Sh,bdr,
U1RI34.SA,U1RI34,"United Rentals, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.03571428 S",bdr,
BEWJ39.SA,BEWJ39,iShares MSCI Japan ETF Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
BNBR3F.SA,BNBR3F,Banco do Nordeste do Brasil S.A.,stock,
HOOT4F.SA,HOOT4F,Hoteis Othon SA Pfd,stock,
BIED3F.SA,BIED3F,Bioma Educacao SA,stock,
BGOV39.SA,BGOV39,iShares US Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333 Sh,bdr,
EURO11.SA,EURO11,Fundo de Investimento Imobiliario Europar Cotas,fund,
MATD3F.SA,MATD3F,Hospital Mater Dei SA,stock,
V2EE34.SA,V2EE34,Veeva Systems Inc Unsponsored Brazilian Depositary Receipt Repr 0.0333 Sh -A-,bdr,
JFEN3F.SA,JFEN3F,Joao Fortes Engenharia S.A.,stock,
BGIP3F.SA,BGIP3F,Banco do Estado de Sergipe SA - Banese,stock,
BHYG39.SA,BHYG39,iShares iBoxx USD High Yield Corporate Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
M2PR34.SA,M2PR34,Monolithic Power Systems Inc Shs sponsored Brazilian Depositary Receipt Repr 0.016666 Sh,bdr,
CPLE5F.SA,CPLE5F,Companhia Paranaense de Energia - COPEL Pfd Registered A,stock,
CAFR31.SA,CAFR31,Carrefour SA Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
KOPA11.SA,KOPA11,Kinea Oportunidades Agro I Figaro Imobiliario,fund,
T1OW34.SA,T1OW34,American Tower Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.0416667 Sh,bdr,
CXCE11.SA,CXCE11,Fundo de Investimento Imobiliario Caixa Cedae Cotas,fund,
ISCJ11.SA,ISCJ11,Invista SCJ Fundo de Investimento Imobiliario FII,fund,
BBFI11.SA,BBFI11,Fundo de Investimento Imobiliario BB Progressivo Cotas,fund,
BRIM11.SA,BRIM11,Brio Real Estate II Fundo de Investimento Imobiliario,fund,
NEWU11.SA,NEWU11,Newport Renda Urbana Fundo de Investimento Imobiliario,fund,
NEXT34.SA,NEXT34,"NextEra Energy, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh",bdr,
HAGA3F.SA,HAGA3F,Haga SA Industria e Comercio,stock,
BEWA39.SA,BEWA39,iShares MSCI Australia ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.3333333 Sh,bdr,
C1CL34.SA,C1CL34,Carnival Corporation Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
H1CA34.SA,H1CA34,HCA Healthcare Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
FSPE11F.SA,FSPE11F,Fiset Pesca FISET FSPE Pfd,fund,
GOVE11.SA,GOVE11,IT Now IGCT Fundo De Indice,fund,
N1DA34.SA,N1DA34,"Nasdaq, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh",bdr,
IBMB34.SA,IBMB34,International Business Machines Corp Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
USBC34.SA,USBC34,U.S. Bancorp Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
OSXB3F.SA,OSXB3F,OSX Brasil S.A.,stock,
T1DG34.SA,T1DG34,TransDigm Group Incorporated Shs Unsponsored Brazilian Depositary Receipt Repr 0.02 Sh,bdr,
RVEE3F.SA,RVEE3F,Revee SA,stock,
VSTE3F.SA,VSTE3F,Veste S.A. Estilo,stock,
NOKI34.SA,NOKI34,Nokia Oyj Unsponsored Brazilian Depository Receipt Repr 1 ADR,bdr,
BSLI3F.SA,BSLI3F,BRB Banco de Brasilia SA,stock,
BIEI39.SA,BIEI39,iShares 3-7 Year Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.083333 Sh,bdr,
SPGI34.SA,SPGI34,S&P Global Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.0277778 Sh,bdr,
CIXF11.SA,CIXF11,CIX Retrofit Fundo De Investimento Imobiliario Responsabilidade Limitada,fund,
E1QN34.SA,E1QN34,Equinor ASA ADR Unsponsored Brazilian Depositary Receipt Repr 0.5 ADR,bdr,
SJAU11.SA,SJAU11,SJ AU Logistica Fundo de Investimento Imobiliario,fund,
EKTR4F.SA,EKTR4F,Elektro Redes S.A. Pfd Shs,stock,
ONDV11.SA,ONDV11,Onda Desenvolvimento Imobiliario Fundo De Investimento Imobiliario,fund,
ENMT3F.SA,ENMT3F,Energisa Mato Grosso - Distribuidora de Energia Sa,stock,
ARMT34.SA,ARMT34,ArcelorMittal SA Shs Unsponsored Brazilian Depository Receipts Repr 1/2 Sh,bdr,
AAGR11.SA,AAGR11,Asset Bank Agronegocios Fundo de Investimento nas Cadeias Produtivas Agroindustriais Direitos Creditorios,fund,
C1OO34.SA,C1OO34,"Cooper Companies, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh",bdr,
E2PA34.SA,E2PA34,"EPAM Systems, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.0166667 Sh",bdr,
M1CK34.SA,M1CK34,McKesson Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
N2LY34.SA,N2LY34,"Annaly Capital Management, Inc. Shs Unsponsored BDR",bdr,
WLMM4F.SA,WLMM4F,WLM Participacoes e Comercio de Maquinas e Veiculos SA Pfd,stock,
GSHP3F.SA,GSHP3F,General Shopping e Outlets do Brasil S.A.,stock,
FSTU11F.SA,FSTU11F,Fundo de Investimento Setoriais Fiset Turismo,fund,
DPRO11.SA,DPRO11,Devant Properties Fundo de Investimento Imobiliario,fund,
ECOO11.SA,ECOO11,iShares Indice Carbono Eficiente (ICO2) Brasil Fundo de Indice,fund,
BLOK11.SA,BLOK11,Investo Vaneck ETF MarketVector Smart Contract Leaders,fund,
HSRE11.SA,HSRE11,HSI Renda Imobiliaria Fundo de Investimento Imobiliario,fund,
D1EX34.SA,D1EX34,"DexCom, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.02 Sh",bdr,
BITO39.SA,BITO39,iShares Core S&P Total U.S. Stock Market ETF Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
R1KU34.SA,R1KU34,"Roku, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh A",bdr,
G1SK34.SA,G1SK34,GSK PLC ADR Unsponsored Brazilian Depositary Receipt Repr 0.2 ADR,bdr,
BCIC11.SA,BCIC11,B Index Morningstar Setores Ciclicos Brasil Fundo de Indice,fund,
PACL11.SA,PACL11,BTG Pactual IMA-B 5+ Fundo de Indice,fund,
BSLI4F.SA,BSLI4F,BRB Banco de Brasilia SA Pfd,stock,
HUCG11.SA,HUCG11,Fundo de Investimento Imobiliario Hospital Unimed Campina Grande,fund,
CLSC3F.SA,CLSC3F,Centrais Eletricas de Santa Catarina S.A.,stock,
U1LT34.SA,U1LT34,Ulta Beauty Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh,bdr,
MERC4F.SA,MERC4F,"Mercantil Financeira SA - Credito, Financiamento e Investimento Non-Cum Perp Pfd Registered Shs",stock,
BRKM6F.SA,BRKM6F,Braskem S.A. Conv Pfd B,stock,
B1CS34.SA,B1CS34,Barclays PLC ADR Unsponsored Brazilian Depositary Receipt Repr 1 ADR,bdr,
BEWU39.SA,BEWU39,iShares MSCI United Kingdom ETF Unsponsored Brazilian Depository Receipt Repr 0.333333 Sh,bdr,
SNSY3F.SA,SNSY3F,Sansuy SA Industria de Plasticos,stock,
BIXN39.SA,BIXN39,iShares Global Tech ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.0333 Sh,bdr,
B1SX34.SA,B1SX34,Boston Scientific Corporation Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
APXM11.SA,APXM11,Fundo de Investimento Imobiliario Apex Malls FII,fund,
CGAS3F.SA,CGAS3F,Companhia de Gas de Sao Paulo - COMGAS,stock,
BILB34.SA,BILB34,"Banco Bilbao Vizcaya Argentaria, S.A. ADR Unsponsored Brazilian Depository Receipt Repr 1 ADR",bdr,
KDOL11.SA,KDOL11,Kinea Agro Income USD Fiagro-Imobiliario,fund,
EGYR11.SA,EGYR11,Energy Resort Fundo de Investimento Imobiliario,fund,
YDRO11.SA,YDRO11,IT Now S&P Kensho Hydrogen Fundo de Indice,fund,
DBOA11.SA,DBOA11,Oryx Bloomberg US Convertibles Liquid Bond Index Fundo de Indice Responsabilidade Limitada,fund,
M1DB34.SA,M1DB34,"MongoDB, Inc. Unsponsored Brazilian Depository Receipt Repr 0.05 Sh",bdr,
KMBB34.SA,KMBB34,Kimberly-Clark Corp Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
RPMG3F.SA,RPMG3F,Refinaria de Petroleos Manguinhos S.A.,stock,
BEZU39.SA,BEZU39,iShares MSCI Eurozone ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
A2XO34.SA,A2XO34,Axon Enterprise Inc Unsponsored Brazilian Depositary Receipt Repr 0.055555556 Sh,bdr,
CXTL11.SA,CXTL11,Fundo de Investimento Imobiliario TRX Caixa Logistica Renda Cotas,fund,
D2OC34.SA,D2OC34,"Doximity, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.1666 Sh A",bdr,
BSDV39.SA,BSDV39,Global X Superdividend ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh,bdr,
BFXI39.SA,BFXI39,iShares China Large-Cap ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
SNEC34.SA,SNEC34,Sony Group Corporation ADR Unsponsored Brazilian Depository Receipt Repr 1 ADR,bdr,
CEDO3F.SA,CEDO3F,Cia. de Fiacao e Tecidos Cedro e Cachoeira,stock,
GEPA3F.SA,GEPA3F,Rio Paranapanema Energia SA,stock,
PRSV11.SA,PRSV11,Fundo de Investimento Imobiliario Presidente Vargas,fund,
SILK11.SA,SILK11,It Now MSCI China A50 Fundo de Indice Responsabilidade Limitada,fund,
SLBG34.SA,SLBG34,Schlumberger Limited Shs Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh,bdr,
NCRI11.SA,NCRI11,Navi Credito Imobiliario Fundo de Investimento Imobiliario,fund,
W1BD34.SA,W1BD34,"Warner Bros. Discovery, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh -A-",bdr,
SIVR39.SA,SIVR39,abrdn Silver ETF Trust Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333 Sh,bdr,
BTHI11.SA,BTHI11,XP Hoteis - Fundo de Investimento Imobiliario - FII Shs,fund,
BMIN4F.SA,BMIN4F,Banco Mercantil de Investimentos SA Pfd,stock,
VVCR11.SA,VVCR11,V2 Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
VLOE34.SA,VLOE34,Valero Energy Corp Shs Unsponsored Brazilian Depository Receipts Repr 1/2 Sh,bdr,
AGRI11.SA,AGRI11,Agri BB ETF Iagro FFS B3 Fundo de Indice ETF,fund,
L2AZ34.SA,L2AZ34,"Luminar Technologies, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh A",bdr,
CTAX3F.SA,CTAX3F,Contax Participacoes SA,stock,
DEXP4F.SA,DEXP4F,Dexxos Participacoes SA Pref,stock,
CEOC11.SA,CEOC11,Fundo de Investimento Imobiliario - FII CEO Cyrela Comercial Properties Responsabilidade Limitada Cotas,fund,
CTXT11.SA,CTXT11,Fundo de Investimento Imobiliario Centro Textil Internacional Cotas,fund,
PATI3F.SA,PATI3F,Panatlantica S.A.,stock,
